NAME,MEANING
perverse,stubbornly wrongheaded; wicked and unacceptable
perversion,corruption; turning from right to wrong
pessimism,belief that life is basically bad or evil; gloominess
pestilential,causing plague; baneful
pestle,tool for mashing or grinding substances in a hard bowl
petrify,turn to stone
petty,trivial; unimportant; very small
petulant,touchy; peevish
pharisaical,pertaining to the Pharisees, who paid scrupulous attention to tradition; self-righteous; hypocritical
phenomena,observable facts; subjects of scientific investigation
philanderer,faithless lover; flirt
philanthropist,lover of mankind; doer of good
philatelist,stamp-collector
philistine,narrow-minded person; uncultured and exclusively interested in material gain
philology,study of language
phobia,morbid fear
phoenix,symbol of immortality or rebirth
phylum,major classification; second to kingdom, of plants and animals; division
physiological,pertaining to the science of the function of living organisms
piebald,of different colors; mottled; spotted
piecemeal,one part at a time; gradually
pied,variegated; multicolored
pigment,coloring matter
pillory,punish by placing in a wooden frame; subject to criticism and ridicule
pine,languish, decline; long for, yearn
pious,devout; religious
piquant,pleasantly tart-tasting; stimulating
pique,irritation (n); resentment (n); provoke or arouse (v); annoy (v)
piscatorial,pertaining to fishing
pitfall,hidden danger; concealed trap
pith,core or marrow; essence; substance
pithy,concise; meaningful; substantial; meaty
pittance,a small allowance or wage
pivotal,central; critical
placebo,harmless substance prescribed as a dummy pill
placid,peaceful; calm
plagiarize,steal another's ideas and pass them off as one's own
plait,braid; intertwine
platonic,purely spiritual; theoretical; without sensual desire
plaudit,enthusiastic approval; round of applause
plausible,having a show of truth but open to doubt; specious
plebeian,common; pertaining to the common people
plenary,complete; full
plenitude,abundance; completeness
pliable,flexible; yielding; adaptable
pliant,flexible; easily influenced
plight,condition, state (especially a bad state or condition); predicament
plumage,feathers of a bird
plumb,examine critically in order to understand; measure depth (by sounding) (v); vertical (adj)
plutocracy,society ruled by the wealthy
podiatrist,doctor who treats ailments of the feet
podium,pedestal raised platform
poignancy,quality of being deeply moving; keenness of emotion
polarize,split into opposite extremes or camps
polemic,controversy; argument in support of point of view
polemical,aggressive in verbal attack; disputatious
politic,expedient; prudent; well devised
polity,form of government of nation or state
polygamist,one who has more than one spouse at a time
polyglot,speaking several languages
pomposity,self important behavior; acting like a stuffed shirt
ponderous,weighty; unwieldy
pontifical,pertaining to a bishop or pope; pompous or pretentious
pore,study industriously; ponder; scrutinize
portend,foretell; presage
portent,sign; omen; forewarning
portly,stout; corpulent
poseur,person who pretends to be sophisticated, elegant, etc , to impress others
posterity,descendants; future generations
posthumous,after death (as of child born after father's death or book published after author's death)
postulate,self-evident truth
posture,assume an affected pose; act artificially
potable,suitable for drinking
potent,powerful; persuasive; greatly influential
potentate,monarch; sovereign
potential,expressing possibility; latent
potion,dose (of  liquid)
potpourri,heterogeneous mixture; medley
poultice,soothing application applied to sore and inflamed portions of the body
practical,based on experience; useful
pragmatist,practical person
prate,speak foolishly; boast idly
precedent,something preceding in time that may be used as an authority or guide for future action; an earlier occurrence (n); preceding in time, rank, etc. (adj)
precept,practical rule guiding conduct
precipice,cliff; dangerous position
precipitant,something that causes a substance in a chemical solution to separate out in solid form
precipitous,steep; overhasty
precis,concise summing up of main points
preclude,make impossible; eliminate
precocious,advanced in development
predator,creature that seizes and devours another animal; person who robs or exploits others
predecessor,former occupant of a post
predetermine,predestine; settle or decide beforehand; influence markedly
predicament,tricky or dangerous situation; dilemma
predilection,partiality; preference
predispose,give an inclination toward; make susceptible to
preeminent,outstanding; superior
preempt,head off; forestall by acting first; appropriate for oneself; supplant
preen,make oneself tidy in appearance; feel self-satisfaction
prehensile,capable of grasping or holding
prelate,church dignitary
prelude,introduction; forerunner
premeditate,plan in advance
premise,assumption; postulate
premonitory,serving to warn
preponderance,superiority of power, quantity, etc
preposterous,absurd; ridiculous
prerogative,privilege; unquestionable right
prescience,ability to foretell the future
presentiment,feeling something will happen; anticipatory fear; premonition
prestige,impression produced by achievements or reputation
pretentious,ostentatious; pompous; making unjustified claims; overambitious
preternatural,beyond that which is normal in nature
prevail,induce; triumph over
prevalent,widespread; generally accepted
prey,target of a hunt; victim
prim,very precise and formal; exceedingly proper
primogeniture,seniority by birth
primordial,existing at the beginning (of time); rudimentary
primp,groom oneself with care; adorn oneself
privation,hardship; want
privy,secret; hidden; not public
probe,explore with tools
proclivity,inclination; natural tendency
procrastinate,postpone; delay or put off
prod,poke; stir up; urge
prodigious,marvelous; enormous
prodigy,highly gifted child; marvel
profane,violate; desecrate; treat unworthily
profligate,dissipated; wasteful; wildly immoral
profusion,overabundance; lavish expenditure; excess
progeny,children; offspring
prognosis,forecasted course of a disease; prediction
proletarian,member of the working class; blue collar guy
prolific,abundantly fruitful
prolixity,tedious wordiness; verbosity
prologue,introduction (to a poem or play)
prolong,extend; draw out; lengthen
prominent,conspicuous; notable; protruding
promiscuous,mixed indiscriminately; haphazard; irregular, particularly sexually
promote,help to flourish; advance in rank; publicize
prompt,cause; provoke; provide a cue for an actor
promulgate,proclaim a doctrine or law; make known by official publication
prone,inclined to; prostrate
propagate,multiply; spread
propellant,substance that propels or drives forward
prophetic,having to do with predicting the future
prophylactic,used to prevent disease
propinquity,nearness; kinship
propitious,favorable; fortunate; advantageous
proponent,supporter; backer; opposite of opponent
propound,put forth for analysis
propulsive,driving forward
prosaic,dull and unimaginative; matter-of-fact; factual
proscenium,part of stage in front of curtain
proselytize,induce someone to convert to a religion or belief
prosody,the art of versification
prosperity,good fortune; financial success; physical well-being
prostrate,stretch out full on ground
protean,versatile; able to take on many forms
protege,person receiving protection and support from a patron
protocol,diplomatic etiquette
prototype,original work used as a model by others
protrude,stick out
protuberance,protrusion; bulge
provenance,origin or source of something
provender,dry food; fodder
provident,displaying foresight; thrifty; preparing for emergencies
provincial,pertaining to a province; limited in outlook; unsophisticated
provocative,arousing anger of interest; annoying
prowess,extraordinary ability; military bravery
proxy,authorized agent
prude,excessively modest or proper person
prudent,cautious; careful
prune,cut away; trim
prurient,having or causing lustful thoughts and desires
pry,inquire impertinently; use leverage to raise or open something
pseudonym,pen name
psyche,soul; mind
psychiatrist,a doctor who treats mental diseases
psychopathic,pertaining to mental derangement
psychosis,mental disorder
pterodactyl,extinct flying reptile
pugnacity,combativeness; disposition to fight
puissant,powerful; strong; potent
pulchritude,beauty; comeliness
pulmonary,pertaining to the lungs
pulverize,crush or grind into very small particles
pummel,beat or pound with fists
punctilious,stressing niceties of conduct or form; minutely attentive (perhaps too much so) to fine points
pundit,authority one subject; learned person; expert
puny,insignificant; tiny; weak
purchase,firm grasp or footing
purgatory,place of spiritual expiation
purge,remove or get rid of something unwanted; free from blame or guilt; cleanse or purify
purport,intention; meaning
purported,alleged; claimed; reputed or rumored
purse,pucker; contract into wrinkles
purveyor,furnisher of foodstuffs; caterer
pusillanimous,cowardly; fainthearted
putative,supposed; reputed
putrid,foul; rotten; decayed
pylon,marking post to guide aviators; steel tower supporting cables or telephone lines
pyromaniac,person with an insane desire to set things on fire
quack,charlatan; impostor
quadruped,four-footed animal
quaff,drink with relish
quagmire,soft, wet, boggy land; complex or dangerous situation from which it is difficult to free oneself
quail,cower; lose heart
quaint, odd; old-fashioned; picturesque
qualms,misgivings; uneasy fears, especially about matters of conscience
quarantine,isolation of a person, place, or ship to prevent spread of infection
quarry,victim (n); object of a hunt (n); dig into (v)
quash,subdue; crush; squash
quay,dock; landing place
queasy,easily nauseated; squeamish
quell,extinguish; put down; quiet
quench,douse or extinguish; assuage or satisfy
querulous,fretful; whining
query,inquiry; question
quintessence,purest and highest embodiment
quirk,startling twist; caprice
quisling,traitor who aids invaders
quiver,tremble; shake
quixotic,idealistic but impractical
quizzical,teasing; bantering; mocking; curious
quorum,number of members necessary to conduct a meeting
quotidian,daily; commonplace; customary
rabid,like a fanatic; furious
raconteur,story-teller
ragamuffin,person wearing tattered clothes
rail,scold; rant
rakish,stylish; sporty
rally,call up or summon (forces, vital powers, etc ); revive or recuperate
ramble,wander aimlessly (physically or mentally)
ramification,branching out; subdivision
ramify,divide into branches or subdivisions
ramp,slope; inclined plane
rampant,growing in profusion; unrestrained
rampart,defensive mound of earth
ramshackle,rickety; falling apart
rancid,having the odor of stale fat
rancor,bitterness; hatred
random,without definite purpose, plan, or aim; haphazard
rankle,irritate; fester
rant,rave; talk excitedly; scold; make a grandiloquent speech
rapacious,excessively grasping; plundering
rapport,emotional closeness; harmony
rapt,absorbed; enchanted
raspy,grating; harsh
ratify,approve formally; confirm; verify
ratiocination,reasoning; act of drawing conclusions from premises
rationale,fundamental reason or justification; grounds for an action
rationalize,give a plausible reason for an action in place of a true, less admirable one; offer an excuse
raucous,harsh and shrill; disorderly and boisterous
ravage,plunder; despoil
rave,overwhelmingly favorable review
ravel,fall apart into tangles; unravel or untwist; entangle
ravenous,extremely hungry
ravine,narrow valley with steep sides
raze,destroy completely
reactionary,opposing progress; politically ultraconservative
realm,kingdom; field or sphere
reaper,one who harvests grain
rebuff,snub; beat back
rebuke,scold harshly; criticize severely
rebus,puzzle in which pictures stand for words
rebuttal,refutation; response with contrary evidence
recast,reconstruct (a sentence, story, etc ); fashion again
receptive,quick or willing to receive ideas, suggestions, etc
recession,withdrawal; retreat; time of low economic activity
recidivism,habitual return to Crime
reciprocal,mutual; exchangeable; interacting
reciprocate,repay in kind
reconcile,correct inconsistencies, become friendly after a quarrel
reconnaissance,survey of enemy by soldiers; reconnoitering
recount,narrate or tell; count over again
recourse,resorting to help when in trouble
rectify,set right; correct
rectitude,uprightness; moral virtue; correctness of judgment
recumbent,reclining; lying down completely or in part
recurrent,occurring again and again
redolent,fragrant; odorous; suggestive of an odor
redoubtable,formidable; causing fear
redress,remedy; compensation
redundant,superfluous; repetitious; excessively wordy
reek,emit (odor)
refectory,dining hall
refraction,bending of a ray of light
refrain,abstain from (v); resist (v); chorus (n)
refulgent,brightly shining; gleaming
refurbish,renovate; make bright by polishing
regatta,boat or yacht race
regeneration,spiritual rebirth
regicide,murder of a king or queen
regime,method or system of government
regimen,prescribed diet and habits
rehabilitate,restore to proper condition
rejoinder,retort; comeback; reply
rejuvenate,make young again
relent,give in
relevant,pertinent; referring to the case in hand
relic,surviving remnant; memento
relinquish,give up something with reluctance; yield
relish,savor; enjoy
remission,temporary moderation of disease symptoms; cancellation of a debt; forgiveness or pardon
remonstrance,protest; objection
remorse,guilt; self-reproach
remunerative,compensating; rewarding
rend,split; tear apart
render,deliver; provide; represent
rendezvous,meeting place
rendition,translation; artistic interpretation of a song, etc
renegade,deserter; traitor
renege,deny; go back on
renounce,abandon; disown; repudiate
renovate,restore to good condition; renew
rent,rip; split
reparable,capable Of being repaired
reparation,amends; compensation
repartee,clever reply
repast,meal; feast; banquet
repeal,revoke; annul
repel,drive away; disgust
repellent,driving away; unattractive
repercussion,rebound; reverberation; reaction
repertoire,list of works of music, drama, etc., a performer is prepared to present
repine,fret; complain
replenish,fill up again
replete,filled to the brim or to the point of being stuffed; abundantly supplied
replicate,reproduce; duplicate
reprehensible,deserving blame
repress,restrain; crush; oppress
reprieve,temporary stay
reprimand,reprove severely; rebuke
reprise,musical repetition; repeat performance; recurrent action
reprobation,severe disapproval
reprove,censure; rebuke
repulsion,distaste; act of driving back
reputable, respectable
reputed, supposed
requiem, mass for the dead; dirge
requisite, necessary requirement
requite,repay; revenge
resentment,indignation; bitterness; displeasure
reserve,self-control; formal but distant manner
residue,remainder; balance
resignation,patient submissiveness; statement that one is quitting a job
resilient,elastic; having the power of springing back
resonant,echoing: resounding; deep and full in sound
respiration,breathing: exhalation
respite,interval of relief; time for rest; delay in punishment
resplendent,dazzling; glorious; brilliant
responsiveness,state of reacting readily to appeals, orders, etc
restitution,reparation; indemnification
restive,restlessly impatient; obstinately resisting control
restraint,moderation or self-control; controlling force; restriction
resumption,taking up again; recommencement
resurge,rise again; flow to and fro
retain,keep; employ
retaliation,repayment in kind (usually for bad treatment)
retentive,holding; having a good memory
retinue,following; attendants
retiring,modest; shy
retort,quick, sharp reply
retract,withdraw; take back
retrench,cut down; economize
retribution,vengeance; compensation; punishment for offenses
retrieve,recover; find and bring in
retroactive,taking effect before its enactment (as a law) or imposition (as a tax)
retrograde,go backwards; degenerate
retrospective,looking back on the past
revelry,boisterous merrymaking
reverberate,echo; resound
reverie,daydream; musing
revert,relapse; backslide; turn back to
revile,attack with abusive language; vilify
revoke,cancel; retract
revulsion,sudden violent change of feeling; negative reaction
rhapsodize,to speak or write in an exaggeratedly enthusiastic manner
rhetoric,art of effective communication; insincere or grandiloquent language
ribald,wanton; profane
riddle,pierce with holes; permeate or spread throughout
rider,amendment or clause added to a legislative bill
rife,abundant; current
rift,opening; break
rig,fix or manipulate
rigid,stiff and unyielding; strict; hard and unbending
rile,vex; irritate; muddy
riveting,absorbing; engrossing
rivulet,small stream
robust,vigorous; strong
rococo,ornate; highly decorated
roll,to make liquids murky by stirring up sediment; to disturb
roseate,rosy; optimistic
rostrum,platform for speech-making; pulpit
rotunda,circular building or hall covered with a dome
rotundity,roundness; sonorousness of speech
rousing,lively; stirring
rout,stampede; drive out
rubric,title or heading (in red print); directions for religious ceremony; protocol
ruddy,reddish; healthy-looking
rudimentary,not developed; elementary; crude
rue,regret; lament; mourn
ruffian,bully; scoundrel
ruminate,chew over and over (mentally or, like cows, physically); mull over; ponder
rummage,ransack; thoroughly search
runic,mysterious; set down in an ancient alphabet
ruse,trick; stratagem
rustic,pertaining to country people; uncouth
rusticate,banish to the country; dwell in the country
ruthless,pitiless; cruel
saboteur,one who commits sabotage; destroyer of property
saccharine,cloyingly sweet
sacrilegious,desecrating; profane
sacrosanct,most sacred; inviolable
sadistic,inclined to cruelty
saga,scandinavian myth; any legend
sagacious,perceptive; shrewd; having insight
salacious,lascivious; lustful
sallow,yellowish; sickly in color
salutary,tending to improve; beneficial; wholesome
salvage,rescue from loss
sanctimonious,displaying ostentatious or hypocritical devoutness
sanctuary,refuge; shelter; shrine; holy place
sanguine,cheerful; hopeful
sap,diminish; undermine
sarcasm,scornful remark; stinging rebuke
sardonic,disdainful; sarcastic; cynical
sartorial,pertaining to tailors
sate,satisfy to the full; cloy
satellite,small body revolving around a larger one
satire,form of literature in which irony, sarcasm, and ridicule are employed to attack vice and folly
satyr,half-human, half-bestial being in the court of Dionysus, portrayed as wanton and cunning
saunter,stroll slowly
savory,tasty; pleasing, attractive, or agreeable
scabbard,case for a sword blade; sheath
scads,a great quantity
scaffold,temporary platform for workers; bracing framework; platform for execution
scale,climb up; ascend
scanty,meager; insufficient
scapegoat,someone who bears the blame for others
scavenge,hunt through discarded materials for usable items; search, especially for food
scenario,plot outline; screenplay; opera libretto
schematic,relating to an outline or diagram; using a system of symbols
schism,division; split
scintilla,shred; least bit
scintillate,sparkle; flash
scoff,mock; ridicule
scotch,stamp out; thwart; hinder
scourge,lash; whip; severe punishment
scruple,fret about; hesitate, for ethical reasons
scrupulous,conscientious; extremely thorough
scrutinize,examine closely and critically
scuffle,struggle confusedly; move off in a confused hurry
scurrilous,obscene; indecent
scurry,move briskly
scurvy,despicable; contemptible
seamy,sordid; unwholesome
sear,char or burn; brand
seclusion,isolation; solitude
sect,separate religious body; faction
secular,worldly; not pertaining to church matters; temporal
sedate,composed; grave
sedentary,requiring sitting
sedition,resistance to authority; insubordination
seedy,run-down; decrepit; disreputable
seemly,proper; appropriate
seep,ooze; trickle
seethe,be disturbed; boil
seine,net for catching fish
seismic,pertaining to earthquakes
semblance,outward appearance; guise
seminal,germinal; influencing future developments; related to seed or semen
seminary,school for training future ministers; secondary school, especially for young women
senility,old age; feeblemindedness of old age
sensitization,process of being made sensitive or acutely responsive to an external agent or substance
sensual,devoted to the pleasures of the senses; carnal; voluptuous
sensuous,pertaining to the physical senses; operating through the senses
sententious,terse; concise; aphoristic
sentient,capable of sensation; aware; sensitive
sentinel,sentry; lookout
septic,putrid; producing putrefaction
sequester,isolate; retire from public life; segregate; seclude
sere,parched; dry
serendipity,gift for finding valuable or desirable things by accident; accidental good fortune or luck
serenity,calmness, placidity
serpentine,winding; twisting
serrated,having a saw-toothed edge
servile,slavish; cringing
servitude,slavery; compulsory labor
sever,cut; separate
severity,harshness; intensity; sternness; austerity
sextant,navigation tool used to determine a ship's latitude and longitude
shackle,chain; fetter
shambles,wreck; mess
shaving,very thin piece, usually of wood
sheaf,bundle of stalks of grain; any bundle of things tied together
sheathe,place into a case
sherbet,flavored dessert ice
shimmer,glimmer intermittently
shirk,avoid (responsibility, work, etc ); malinger
shoddy,sham; not genuine; inferior
shrew,scolding woman
shrewd,clever; astute
shun,keep away from
shunt,turn aside; divert; sidetrack
shyster,lawyer using questionable methods
sibling,brother or sister
sibylline,prophetic; oracular
sidereal,relating to the stars
silt,sediment deposited by running water
simile,comparison of one thing with another
simper,smirk; smile affectedly
sinecure,well-paid position with little responsibility
sinewy,tough; strong and firm
singular,unique; extraordinary; odd
sinuous,winding; bending in and out; not morally honest
skiff,small, light sailboat or rowboat
skimp,provide scantily; live very economically
skinflint,stingy person; miser
skirmish,minor fight
skittish,lively; frisky
skullduggery,dishonest behavior
skulk,move furtively and secretly
slacken,slow up; loosen
slag,residue from smelting metal; dross; waste matter
slake,quench; sate
slander,defamation; utterance of false and malicious statements
slapdash, haphazard; careless; sloppy
sleazy,flimsy; unsubstantial
sleeper,something originally of little value or importance that in time becomes very valuable
slew,large quantity or number
slight,insult to one's dignity; snub
slipshod,untidy or slovenly; shabby
slither,slip or slide
sloth,slow moving tree-dwelling mammal
slough,cast off
slovenly,untidy; careless in work habits
sluggard,lazy person
sluggish,slow; lazy; lethargic
sluice,artificial channel for directing or controlling the flow of water
slur,insult to one's character or reputation (n); slander (n); speak indistinctly (v); mumble (v)
smattering,slight knowledge
smelt,melt or blend ores, changing their chemical composition
smirk,conceited smile
smolder,burn without flame; be liable to break out at any moment
snicker,half-stifled laugh
snivel,run at the nose; snuffle; whine
sobriety,moderation (especially regarding indulgence in alcohol); seriousness
sodden,soaked; dull, as if from drink
sojourn,temporary stay
solace,comfort in trouble
solder,repair or make whole by using a metal alloy
solecism,construction that is flagrantly incorrect grammatically
solemnity,seriousness; gravity
solicit,request earnestly; seek
soliloquy,talking to oneself
solitude,state of being alone; seclusion
solstice,point at which the sun is farthest from the equator
soluble,able to be dissolved; able to be worked out
solvent,able to pay all debts
somatic,pertaining to the body; physical
somber,gloomy; depressing
somnolent,half asleep
sophist,teacher of philosophy; quibbler; employer of fallacious reasoning
sophisticated,worldly wise and urbane; complex
sophistry,seemingly plausible but fallacious reasoning
sophomoric,immature; half-baked, like a sophomore
sordid,filthy; base; vile
spangle,small metallic piece sewn to clothing for ornamentation
sparse,not thick; thinly scattered; scanty
spartan,lacking luxury and comfort; sternly disciplined
spasmodic,fitful; periodic
spat,squabble; minor dispute
spate,sudden flood
spatial,relating to space
spatula,broad-bladed instrument used for spreading or mixing
spawn,lay eggs
spendthrift,someone who wastes money
sphinx-like,enigmatic; mysterious
splice,fasten together; unite
spontaneity,lack of premeditation; naturalness; freedom from constraint
spoonerism,accidental transposition of sounds in successive words
stock,typical; standard; kept regularly in supply
stockade,wooden enclosure or pen; fixed line of posts used as defensive barrier
stodgy,stuffy; boringly conservative
stoic,impassive; unmoved by joy or grief
stoke,stir up a fire; feed plentifully
stratagem,clever trick; deceptive scheme
stratified,divided into classes; arranged into strata
stratum,layer of earth's surface; layer of society
strew,spread randomly; sprinkle; scatter
stricture,critical comments; severe and adverse criticism
strident,loud and harsh; insistent
stringent,binding; rigid
studied,un-spontaneous; deliberate , thoughtful
stultify,cause to appear or become stupid or inconsistent; frustrate or hinder
stupefy,make numb; stun; amaze
stupor,state of apathy; daze; lack of awareness
stygian,gloomy; hellish; deathly
stymie,present an obstacle; stump
suavity,urbanity; polish
subdued,less intense; quieter
subjective,occurring or taking place within the mind; unreal
subjugate,conquer; bring under control
sublimate,refine; purify
sublime,exalted; noble and uplifting; utter
subliminal,below the threshold
submissive,yielding; timid
subordinate,occupying a lower rank; inferior; submissive
suborn,persuade to act unlawfully (especially to commit perjury)
subsequent,following; later
subservient,behaving like a slave; servile; obsequious
subsidiary,subordinate; secondary
subsidy,direct financial aid by government, etc
subsistence,existence; means of support; livelihood
substantial,ample; solid; essential or fundamental
substantive,essential; pertaining to the substance
subsume,include; encompass
subterfuge,pretense; evasion
subtlety,perceptiveness; ingenuity; delicacy
subversive,tending to overthrow; destructive
succinct,brief; terse; compact
succor,aid; assist; comfort
succulent,juicy; full of richness
succumb,yield; give in; die
suffragist,advocate of voting rights (for women)
suffuse,spread over
sully,tarnish; soil
summation,act of finding the total; summary
sumptuous,lavish; rich
sunder,separate; part
sundry,various; several
superannuated, retired or disqualified because of age
supercilious,arrogant; condescending; patronizing
supererogatory,superfluous; more than needed or demanded
superficial,trivial; shallow
superfluous,excessive; overabundant, unnecessary
superimpose,place over something else
supernumerary,person or thing in excess of what is necessary; extra
supine,lying on back
supplant,replace; usurp
supple,flexible; pliant
suppliant,entreating; beseeching
supplicate,petition humbly; pray to grant a favor
supposititious,assumed; counterfeit; hypothetical
suppress,stifle; overwhelm; subdue; inhibit
surfeit,satiate; stuff; indulge to excess in anything
surly,rude; cross
surreptitious,secret; furtive; sneaky; hidden
surveillance,watching; guarding
susceptible,impressionable; easily influenced; having little resistance, as to a disease; receptive to
sustain,experience; support; nourish
sustenance,means of support, food, nourishment
suture,stitches sewn to hold the cut edges of a wound or incision; material used in sewing
swarthy,dark; dusky
swathe,wrap around; bandage
swelter,be oppressed by heat
swerve,deviate; turn aside sharply
swill,drink greedily
sybarite,lover of luxury
sycophant,servile flatterer; bootlicker; yes man
syllogism,logical formula consisting of a major premise; a minor premise and a conclusion; deceptive or specious argument
sylvan,pertaining to the woods; rustic
symbiosis,interdependent relationship (between groups, species), often mutually beneficial
symmetry,arrangement of parts so that balance is obtained; congruity
synchronous,similarly timed; simultaneous with
synoptic,providing a general overview; summary
synthesis,combining parts into a whole
synthetic,artificial; resulting from synthesis
taciturn,habitually silent; talking little
tactile,pertaining to the organs or sense of touch
taint,contaminate; cause to lose purity; modify with a trace of something bad
talon,claw of bird
tangible,able to be touched; real; palpable
tanner,person who turns animal hides into leather
tantalize,tease; torture with disappointment
tantamount,equivalent in effect or value
tantrum,fit of petulance; caprice
tarantula,venomous spider
tarry,delay; dawdle
taut,tight; ready
tautological,needlessly repetitious
tawdry,cheap and gaudy
taxonomist,specialist in classifying (animals, etc )
tedium,boredom; weariness
teetotalism,practice of abstaining totally from alcoholic drinks
temerity,boldness; rashness
temper,moderate; tone down or restrain; toughen (steel)
temperament,characteristic frame of mind; disposition; emotional excess
temperate,restrained; self-controlled; moderate in respect to temperature
tempestuous,stormy; impassioned; violent
tempo,speed of music
temporal,not lasting forever; limited by time; secular
temporize,avoid committing oneself; gain time
tenacious,holding fast
tenacity,firmness; persistence
tendentious,having an aim; biased; designed to further a cause
tender,offer; extend
tenet,doctrine; dogma
tensile,capable of being stretched
tentative,hesitant; not fully worked out or developed; experimental; not definite or positive
tenure,holding of an office; time during which such an office is held
terminology,terms used in a science or art
terminus,last stop of railroad
terrestrial,on or relating to the earth
terse,concise; abrupt; pithy
tessellated,inlaid; mosaic
testator,maker of a will
testy,irritable; short-tempered
tether,tie with a rope
thematic,relating to a unifying motif or idea
theocracy,government run by religious leaders
theoretical,not practical or applied; hypothetical
thermal,pertaining to heat
thespian,pertaining to drama
thrall,slave; bondage
threadbare,worn through till the threads show; shabby and poor
thrifty,careful about money; economical
thrive,prosper; flourish
throes,violent anguish
thwart,baffle; frustrate
tightwad,excessively frugal person; miser
tiller,handle used to move boats rudder (to steer)
timbre,quality of a musical tone produced by a musical instrument
timidity,lack of self-confidence or courage
timorous,fearful; demonstrating fear
tipple,drink (alcoholic beverages) frequently
tithe,tax of one-tenth
title,right or claim to possession; mark of rank; name (of a book, film, etc )
titter,nervous laugh
titular,having the title of an office without the obligations
toady,servile flatterer; yes man
toga,Roman outer robe
tome,large volume
tonsure,shaving of the head, especially by person entering religious orders
topography,physical features of a region
torque,twisting force; force producing rotation
torrent,rushing stream; flood
torrid,passionate; hot or scorching
torso,trunk of statue with head and limbs missing; human trunk
totter,move unsteadily; sway, as if about to fall
touchstone,stone used to test the fineness of gold alloys; criterion
touchy,sensitive; irascible
tout,publicize; praise excessively
tract,pamphlet; a region of indefinite size
traduce,expose to slander
trajectory,path taken by a projectile
tranquility,calmness; peace
transcendent,surpassing; exceeding ordinary limits; superior
transient,momentary; temporary; staying for a short time
transition,going from one state of action to another
transitory,impermanent; fleeting
translucent,partly transparent
transmute,change; convert to something different
transparent,easily detected; permitting light to pass through freely
transpire,be revealed; happen
transport,strong emotion
trappings,outward decorations; ornaments
traumatic,pertaining to an injury caused by violence
travail,painful labor
traverse,go through or across
travesty,comical parody; treatment aimed at making something appear ridiculous
treatise,article treating a subject systematically and thoroughly
trek,travel; journey
tremor,trembling; slight quiver
tremulous,trembling; wavering
trenchant,cutting; keen
trepidation,fear; nervous apprehension
tribulation,distress; suffering
tribunal,court of justice
tribute,tax levied by a ruler; mark of respect
trident,three-pronged spear
trifling,trivial; unimportant
trigger,set off
trilogy,group of three works
trinket,knickknack; bauble
trite,hackneyed; commonplace
trivia,trifles; unimportant matters
troth,pledge of good faith especially in betrothal
trough,container for feeding farm animals; lowest point (of a wave, business cycle, etc )
truism,self-evident truth
truncate,cut the top off
tumid,swollen; pompous; bombastic
tumult,commotion; riot; noise
tundra,rolling, treeless plain in Siberia and arctic North America
turbid,muddy; having the sediment disturbed
turbulence,state of violent agitation
tureen,deep dish for serving soup
turgid,swollen; distended
turmoil,great commotion and confusion
tutelage,guardianship; training
tutelary,protective; pertaining to a guardianship
tycoon,wealthy leader
typhoon,tropical hurricane or cyclone
tyranny,oppression; cruel government
tyro,beginner; novice
ulterior,situated beyond; unstated and often questionable
ultimate,final; not susceptible to further analysis
ultimatum,last demand; warning
umbrage,resentment; anger; sense of injury or insult
unaccountable,inexplicable; unreasonable or mysterious
unanimity,complete agreement
unassailable,not subject to question; not open to attack
unassuaged,unsatisfied; not soothed
uncanny,strange; mysterious
unconscionable,unscrupulous; excessive
uncouth,outlandish; clumsy; boorish
unction,the act of anointing with oil
unctuous,oily; bland; insincerely suave
underlying,fundamental; lying below
undermine,weaken; sap
undulating,moving with a wavelike motion
unearth,dig up
unearthly,not earthly; weird
unequivocal,plain; obvious
unexceptionable,not offering any basis for criticism; entirely acceptable
unfeigned,genuine; real
unfettered,liberated; freed from chains
unfrock,to strip a priest or minister of church authority
ungainly,awkward; clumsy; unwieldy
uniformity,sameness; monotony
unilateral,one-sided
unimpeachable,blameless and exemplary
unique,without an equal; single in kind
unison,unity of pitch; complete accord
universal,characterizing or affecting all; present everywhere
unkempt,disheveled; uncared for in appearance
unmitigated,unrelieved or immoderate; absolute
unobtrusive,inconspicuous; not blatant
unprecedented,novel; unparalleled
unravel,disentangle; solve
unrequited,not reciprocated
unruly,disobedient; lawless
unsavory,distasteful; morally offensive
unseemly,unbecoming; indecent; in poor taste
untenable,indefensible; not able to be maintained
untoward,unfortunate or unlucky; adverse; unexpected
unwarranted,unjustified; groundless; undeserved
unwieldy,awkward; cumbersome; unmanageable
unwitting,unintentional; not knowing
upbraid,severely scold; reprimand
uproarious,marked by commotion; extremely funny; very noisy
urbane,suave; refined; elegant
urchin,mischievous child (usually a boy)
ursine,bearlike; pertaining to a bear
usurp,seize another's power or rank
usury,lending money at illegal rates of interest
utopia,ideal place, state, or society
uxorious,excessively devoted to one's wife
vacuous,empty; lacking in ideas; stupid
vagabond,wanderer; tramp
vagary,caprice; whim
vagrant,stray (adj); random (adj); homeless wanderer (n)
vainglorious,boastful; excessively conceited
valedictory,pertaining to farewell
valid,logically convincing; sound; legally acceptable
validate,confirm; ratify
vampire,ghostly being that sucks the blood of the living
vanguard,forerunners; advance forces
vantage,position giving an advantage
vapid,dull and unimaginative; insipid and flavorless
